Sentiment,Label
kmi digdi iriga dae mananggad mpauto abusadong politiko maray ipahiling ninda bulok pg wugali mamulat mlapit eleksyun ilampaso sinda,positive
sensitibo ganyan kc naririnig kabilang banda hinahanap pamparampampam pamparamparampam,neutral
hirak plan myo ning raramo ramo centro kso odma tarangal,negative
election vote wisely palang grabe pasali dae naherak maudaan trabaho pandemya paman ding masakit makahanap trabaho basta basta,positive
no was bka election tawan wampipti nalingaw dae agi itong parabasura digdi,negative
grabe talga ugali villafuerte bumoto abs cbn,negative
baya akting pili marivic 0 rodel,neutral
udang konsensya ning solanong natukaw terminate makaherak jo inaasahan ninda biyong namumundo nagyare traydor magherilingan ning next election nungka mka luwas mayong konsensya mayayabang yawa,negative
apektado,neutral
itis just and must karapatdapat health care workers frontliners,neutral
eyo mauna mabakunahan covid19 vaccine pirmeng isipon duwang doses,neutral
duwang beses pagbakuna igwang reaksyon mabakunahan body,neutral
ache headache vomitting etc senyales nagreact lawas bakuna,neutral
preparado immune system lawas frontliners ngona,neutral
mabalos kadakol,positive
kasi 15 kpa arawng kabet 15,neutral
sempre valentines kaonan sera ha ha ha narakop ata kamamaisan bakante nakagusi kintanag,negative
uban ai taon,neutral
jye haha,neutral
ligtas nman daa kakanon sbi bfar,neutral
confused warning shellfish bawal pictures ba common tawag exoskeleton hipon,neutral
sir pasensiya nga confused tatanungin,neutral
exoskeleton if alam nyo ipinaliwanag nyo nalang kasi,neutral
mahirap picturan tahong malamang target warning,neutral
mahihirap madalas namimili gilid gilid rin,neutral
naiintindihan salitang exoskeleton kagaya maraming salamat educate,positive
shell shell hehehe nga shellfish hehehe ayaw kasi lagyan shell hipon exoskeleton hehehe,neutral
kasi nga sir mamimiling sinabing,neutral
shell fish tahong halaan tulya talaba iyun alam,neutral
katunayan namalengke tinda nun dami tindang,neutral
hipon tendera alam shell balat hipon hirap matalino hehehe,neutral
bakal mais highway nicolas 30 kilo barato masiram maturog,positive
boko gusi iriga binakal bagyo maluya city agrecurture city tao paratanom sige ulat sweldo,neutral
fyi uban pong nagpara distribute lgu iriga pananom natural dakol gugusihon nagka pandemic nagpara distribute puon sige2x panao pananom,neutral
patunay accusation city agri sige ulat sweldo,neutral
link 3 malaka dakol efforts ginigibo city agri farmers lriga patunay sala point of argument ipost picture or link pwede magpatunay claim,neutral
ata uda tatao,neutral
nasabi bku gusi iriga paki eksplikar sir or latagi pruweba bku iriga,neutral
batag uda ata natotobang batag iriga,neutral
kasalanan dn botante mabigyan kunting halaga,positive
lumalabo este iisip 4 nasain sinasabing fuerte kng,negative
hahaha maramdaman progressive development ilang taong pamamalagi iisang probinsya,negative
gising,positive
we isusunod mt asog hahahaha kiisay eton land grabber illegal quarry dri gaumno katarantado eton,negative
lugod lan kagahaman,negative
sagip kalikasan dpt inaatman arani capitolyo,positive
nkaaabot kmo iriga pigpapara labos labosan,negative
basbas siguro namiminuno kunting ulan baha lagi kapatagan gahamang,negative
hind mapakinabangan mismong bayan pera,neutral
napupunta hawak permit kapitolyo sanaol,neutral
andming ipinamumudmod pera election kasi podpod rin kabundukan natin,negative
nung 2019 umuwi bicol vicente pamplona nung naga eh tinanung tito nun nakalbo yung bundok banda dun daw panambak,neutral
nakakapang hinayang ganda tanawin kabundukan dyan noong bata ngayun kinakalbo,negative
anu nanaman daw naiisipan kaini perwisyo nanaman galaw galaw provincial goverment,neutral
lapit nyan kay vp sige nga maka action,neutral
fernando tnx sagot,neutral
mabilis bumaha kinakalbo kabundukan,negative
dios nman pla nakakapagtaka dati nman nd binabaha bula itong nakaraang bagyo gnun kataas jan kulay talagang putik,neutral
now u know gahaman yang bobo kasi butati ung bobo butanti sisihin wag nmn mt asog dyan lumaki,negative
kayo nasanay xempre pagka alyado legal permit dumaan tamang proseso chichiburetche kalaban asus daming problema sasabihin,negative
haynaku nagagalit c mother earth kc gwa tao ayan puro kalamidad,negative
jan cguro kinukuha lupa nilalagay ginagawang express way,negative
dae makaoperate mayong permit aling provicial,neutral
gayud binabaha fernando,neutral
wow congrats proud kabarangay here she is from sta justina buh,positive
wish you all the best,positive
congrats also the proud parents mam jenny gaite,positive
congratulations you neressa and the proud parents good luck and hope you,positive
continue shine,positive
congrats egin mam jenny gaite,positive
congrats also mam jen sabio,positive
matuto wag masyadong tradisyonal bumuboto,neutral
porket kilala boboto agad kapit tuko pwesto termino anak sunod apo sarap kasi nakaupo nahiya,negative
kaalyadong banwaan barangay diri nakikinabang raot bukid ninda,negative
napasasari income legal magtaga isip,negative
tagal nyan dinadaan daanan opisyal pagdating ata jan nabubulag napapansin,negative
ohhh diva tiga varvie poder pra magtao permit,negative
vg pangharass bayda nauntulan navuking logod gibo,negative
agdangan nauubos,neutral
sisay daw nagtaong permit dyan,neutral
muta kasi gobyerno province,negative
kasangkot ganun nakikita gilid highway,negative
module egin drawing anyong lupa ngayun inarugan kasi nababayad,neutral
banwaan nagigibo nasarwtanan iriga jusko lord pls,negative
gagawa fake news yung makakatotohanan haha,negative
imbes yung pambayad advertisement manira image leadership,neutral
pwede itabang and gibuhon project siyudad buko kanamu,negative
kindi buong nasasakupan ba,neutral
sayang kayan mini chocolate hills kunta,neutral
antipolo baao damage bukid perlite mining hay nako gahaman politician da pakialam perwisyo basta cinda kabig,negative
kalikasan,neutral
padi kalamidad nararanasan dipa nararaya,negative
tunay quarying kalikasan pinapasara alam mayari,negative
cge rauta ninyu balang araw dusa kitun,negative
alsahon darawon sdto natad haha,negative
lakas makasabi gov climate change eh sila2 rin nmn gmgawa dahilan,negative
napansin napansin ikot kau,neutral
sinayang buhay bayani natin rizal lapu lapu,negative
alam ganito mangyyari pilipinas cguro dina naglaan,negative
buhay pra sabhjng mamatay sayo,neutral
oh kaan dakopon pinoy sainda teritoryo i grupuhan ninda,negative
hain jan coast guard anu hiro,neutral
modernization daw pinalakas pwersa military haha takot gamitin,neutral
sayang pera taong bayan,negative
lintian nunca maglaog bikol babaradion jan,negative
maray palitan coastguard,positive
negosyo yata covid maynila wala palaboy,negative
nconfine hospital ntutulog kalsada mrt station,negative
face mask face shield pinpansin gobyerno,negative
yang sinasabing diskarteng malupit sige payaman kayo hahaha nyu nmn madadala hahaha swerte maiiwanan nyu hayahay hhahah,negative
tanggalan lisensiya hospital gumagawa ganyan,positive
1 000hour tinalo icu set up look the facilities does it worth 24 000 day be realistic and helpful those who are suffering from covid19,negative
diba covid anu reklamu nyu mahal magpa ospital,neutral
wag makasama ganyang kalagayan ingat yung matigas ulo magkakasakit kundi yung nagiingat nadadamay rin,positive
ayyy 1k per hour tubong lugaw tent nindong anhu egde mararahay covid patient tent admit jhonny,negative
tanggalan licence hospital nanamantala pasyente daig 5 star hotel charge ok maganda room tent nman,neutral
infairness mgpositive ngpacheck up mgpacheck up vitamins exercise turog tamang kaon mgging normal buhay,negative
gustong covid pwede ikaso kc wala pwede dpat kabig 20 indi covid 19 kabig kabig kolang kasi ingkam doctor,negative
pera pera tlaga labanan khit totoo pera nagagawan,negative
mging totoo ung covid ung tamaan ung taong patas,negative
condolence wire naputol truck uda signal naputol wire hahahahahah,negative
hahaha tanggalon maluya internet sadigp,negative
grabi pirmi uda nitz pwde ayoson asirbisio,neutral
kmi semana uda action converge naputol truck casureco kabli uda bga action converge atang iexam daughter last monday malang uyam converge hiro hiro,negative
ayupan hahahaha ra rank sugabi ehhh hahahahahhaa,neutral
uyam permi uda cgnal,negative
wala intrnet ngyn march 31,neutral
andal udma pide magkaprob wikwikwik,neutral
buti nlang dq pina connect uli kc lagi nman problema sayang bayad sainyo,negative
natawa caption proud subscribersg,positive
dman pgbbgo internet centavo dman mkatabang,negative
hayyy balyo kamu net try nuo dctv net,positive
proud ba subscriber jan,neutral
paguna q manila napagbudol budol die hard fanatic nagka pira pira siton bicol,neutral
kasusupog kamong masimot,negative
kadakol tabogo,negative
buti nakailag ate natouch kuta boray nina nya yudipuga,positive
eh anak babaeng yun badyang susunduting pribadong katawan anak video mararamdaman magulang,positive
barita aksidente or badilan kagagatikot paliwanag susmaryusep explanation time leave on this group,negative
kunwari ung pagsimba pakitang tao ung naninira nambabatikos parin,negative
ung diosnanong demonyo,negative
buti nga sya biniro maid laila de naka subo talong jonel never,negative
nga dumikit kamay e asan hipo,negative
dds joke yun,negative
manloloko nagpapaluko,neutral
opinyon q tlaga covid china nkakatakot isipon kadakol nagbuwis buhay,neutral
mas nkakatakot virus ipinagpupunla isip pinapatubod ninda karaniwang kamatian ginigibu nindang covid,neutral
dri q lugod lubos maisip p sinasabing payo napapatubod nagpapatubod sala,neutral
pobre lugod sabiyon ad medyo pilosopo dri basta mapatubod,positive
rerely sinda herbal med namatian pinapakusog resistensya pritas,positive
pigparabutigan gayud,negative
tao covid magconcentrate barko intsik lana kadakul philippines sea,neutral
maray lugod ngaranan tinatamaan helang,positive
masabi matood diri,positive
covid galing china gamot gawa china niluluko,neutral
dina naniwala covid 100 gpiton bareta ctun tv puro botig announcer botigon siniswelduhan pwede dina basanang puro butigon kwarta,negative
nata inarog ninyu c lolo 1pde aristuhon bugng umabot p,neutral
diri damay politikong uda pagka kito krimen mas maray ipundo nga nga maski uda pagka krimen,neutral
abu ngabil damay politiko uda pagka,neutral
sige sige nga nga maray gaud madunong,neutral
ngata,neutral
pasigeya,positive
nga nga ipundo bukong maray luluwas,positive
god bless you bye tiktok nalang kesa sayang oras,positive
pirmi uda mandatory witness luog,negative
aabot witnesses guraan suspect,neutral
maaksyunan gobyerno,neutral
agom biktima arug abusado serbisyo,negative
kap bisto pgng iiyan pinsan imbitasyon kninyo ray ugali kap,positive
pili ngta pg ap,negative
unong kaso ngata warrant,neutral
ai grbe nkakatakot bga condolence,negative
pustahan yung gasgas irarason nanlaban,negative
poota eton fake news zana,negative
iiniba doh sipon ubo trangkaso,neutral
vaccine mataas nangad,negative
ginigibong negosyo gobyerno covid pandemic,neutral
amu turokan covid maisiyan pobliko kon nakakarahay vaccine panturok,neutral
kon talagang matuod vaccine nakakamaray covid,neutral
mas naggrabe logod vaccine,negative
more kurakot gobyerno maski da covid basta iloog ospital e covid pra ma claim budget pra pasyente tpos kawawang pasyente singko da matatanggap ribo inaabot bayadan bill,negative
maray memeposting kasupog,neutral
abogado ba or abogago nakaka low moral ngowan nasabing agkopinag adalan bobo,negative
amang diyos suripot,negative
malamo strikto bayad ngowan pandemic bayadan 2 bill,negative
nakiusip masakit ngowan nagsilyak,negative
malamo uda ugali public service,negative
bill diri due ipinauubos bayaran kanamo,negative
da konsidirasyon nabubuway bayad konsumidores,negative
kagsaderi bruwasalata kon da konsomidores daman xa soyan,negative
balyowan nayton,positive
supply idinamay kana suspension kana manager,negative
dakol apektado kana dri pagtaong supply,negative
higpit ninda about pagsisingil serbisyo,negative
dri bsang mapakiusipan putol putol tlg,negative
ayuson maray uda data bao water district,negative
sobra strikto bayad ata interest 10 after due date uda kuryente uda cra,negative
maluyang serbisyo maray bayad uda tinataong considerasyon automatic pamumutol,negative
manager suspendehon bokong kaiba madalas maraot reservoir,negative
pirme snang uda,negative
maray ton makamati bwd,positive
durubong makitawo,negative
dpat kasuwan ska matanggal,negative
mamayo,negative
boot sabiyon suspendi kana manager dri pagtao supply,neutral
migsuspendi manager bukung kaming consumer migsakit kana kasalanan manager,negative
buyo kmi uda patak wala,negative
nmn ymg kukuhanan ayusin nyo nmn kasi kmi maayos bayad,negative
maski baao water district suspendido,negative
diri naiintindiyan kon nasuspend,neutral
anong kasalanan,neutral
pwede bang mainpormaran consomedores kon contents kana board resolustion,neutral
3days uda juan,negative
planu ninu baao water district,neutral
abot,neutral
kaso,neutral
porque suspindido gm water district baao pinaparalisado,negative
mairak kmo consumidores deri ipagdamay ribok,negative
cguro udaman consumer dakol utang pinuputolan bga pg bill,negative
nagtawag aq ipinagtao phone number call dko ngaya masabi mgka,negative
itinatao ninyong dahilan breakdown of water pumping station in juan bkit uda source,neutral
isip baao,neutral
nla dka agad nkabayad,neutral
bga plaza kalutay,negative
tambayan chupapi mufiafio,neutral
nakakaproud iriga madaming basher madaming achievement nagagawa keep going lgu for the love of iriga city,positive
ganda mas bilib iriga hospital,positive
migkara bawal magluwas tas curfew daman,negative
mas ipriority mas kaipuwan do appreciate it,neutral
sunod public hospital nman irak iriga,negative
kopsit plan ilaw amp,negative
paayat skin wr namuya pakog,neutral
curfew haha mabayad ramrag 43,neutral
arigon rizal park 6p m papa togtog lupa g hinirang,neutral
sinasabayan reaction gayon silngan,positive
fuerte hilingon banggi good job madel and council,positive
dali diri panakaka answer exam studyante online school,negative
my goodness magiimprove service pumasok manila third telco,positive
uban pldt,negative
dakol missing google classroom,negative
congrats boboy joshua proud of you and know igen talagang maboot keep up the good work congrats your proud parents,positive
mabuhay cop dimaiwat saludo,positive
magandang kalooban patrolman dimaiwat salute you tularan no,positive
yown ganyan if kakayanan salute nyo sir,positive
good job and salute u sir and proud parents ate dora dimaiwat,positive
uulitin yon pagpark sir kasi mabait,positive
