cleaned_comment,Label
"siguro po so nabaritang rapist sa casugad at may gibo kayan sa lubgan usad sanang tawo .nagtakot na kung sige kan libot libot pag kinikiragan na... sana po pirmi mag libot aa mga tanod , para sa proteksyon ka lambang usad a.",Neutral
anna olleres gomez tga sari an na rape?,Neutral
anna olleres gomez ai amu kuno pa tan?,Neutral
anna olleres gomez dapat kiton guranon na pag narakop,Negative
possible po tiga na uusad ah kag gibo kan...saka isi nya kung sari dadarahon ah tawo,Neutral
anna olleres gomez same case po ko nangyari sa casugad talga.sana marakop na ya hayupan n uyan.,Negative
aicrag recag nyhix amo po ngani sana magkausad man aa mga kalalakiyan na magbantay pag dis oras na para marakop na hayp na an,Negative
"just want to ask, alam ko naman po na after 24 hours palang gagawa ng action ng",Neutral
"ating authority kasi yun ang protocol, hindi po ba pwede na palitan ang protocol na yan",Neutral
"atleast pababain kasi kalimitan po late na natin naaabutan ng crime tapos na, wala na. if",Neutral
sana mabilis ang aksyon mabilis nating naisasalba yung mga tao.,Neutral
kano gad a admin kadi pasada rinconada. sige adi english. naisiyan ng rinconada!,Negative
makamit man lugod q na rape a hustisya..,Positive
hay naykuman di na talaga safe mga igin dawa sa loog na ngani sa baloy nadukot pa.,Negative
pasiguro kita mga parents ka mga panarado ka mga baloy ta.,Neutral
ya kin iwatak man mga igin magusad sa baloy instruksiyunan samaray na di magbukas pinto kin agko magbabaoy,Neutral
sabihan igin na magsirang muna bistuhon kin siisay.,Neutral
kin diri man bisto di pagbuksan.,Neutral
pero nowadays uda man bisto o di bisto kin miggibo sa kademonyohan.,Negative
maray pa sabihan mga igin na dina sana magbukas kin sisay pa man lalo na kin lalaki.,Neutral
erinsiya man o buku no way.,Neutral
diyos ko po sanaman matawan sa justice natuturog sna so igin basta nlang kinuko,Negative
"sana mai sketch ko igin so itsura,,",Neutral
"sna man po nagsarita 0 magtao man kin report so nakailing dri po mkatakot,,,",Neutral
"maray sna d ginuraan so igin,",Positive
pagnarakop di pag guranon putulan na sanang payo payo tani habang buhay niya pagdusahan kamanyakan niya,Negative
ka uri mo man admin sa barita .ehh galaw galaw naman po... hahahhaha,Negative
my god! bka po bistado man ku igin o isi man niya kun isay adto nag gibo sa knya kin arog kan.,Negative
sana isumbong niya para man marakup na ya tawong uyan,Negative
",dre nman lugod maka gibo pa sa ibang kaiginan o kababaehan",Negative
ka mga uda puso ka kag gibo kadi..,Negative
"cristine habana di na kita pkadayan huhu katakot 43 pero baka knato mn makatakot parang usad sna gad poh ah kaggebo kan dnman ay naerak ai 12,yrsold ping grbe sna",Negative
ay jusko eringaat n sna mga kabataan lalo na pg gabe dri mgpra bragbarag,Negative
"kung sino man sya na may gwa nyan, ppuntahin tan dto sa iriga ako ang pupugot ng ulo nyan.",Negative
punyeta ka. ako ang sagupain mo my pag llagyan ka.,Negative
seguro adik ka punyeta ka ttalupan kta ng buhay.,Negative
omg irak man.,Negative
grabe tiga ngowan matakot sa mnga pag babayaan mnga igen sa baloy.,Negative
amo gad adi su naoodang egin na napost sdi fb ?,Neutral
kenshin lingam grabe nmn wia n tiga ptwad hndi n naawa s bata.,Negative
malapit ing dto yn s sunod n bayan,Neutral
"dpat kan bitayon, taga bula n2man ay, agku mn tga bula n ese ko sobra k manyak,",Negative
di kontento sa agom.,Negative
nayku dawa gosgos n kulapos ana isip.,Negative
baka taga jan ing yan sa bula ang rapist baana yn dapat madakop yn ta baad makabiktima pa yn iringatan ang mga aki,Negative
angie odartsiger larissa bandales registrado ingat sna kamo permi nayko iba na tiga panahon. haiks keep safe lang kamo,Negative
"erika cezar vivian mabasa cezar pglikay rw kamu,malala n bga cton puro pti mga babaye cton baloy",Negative
praise the lord. naway sumalangit ang kanyang kaluluwa .,Positive
"jusko , nakakagibo kading lalaki so mismong subrang tigang at libog na ata.",Neutral
di gayod tatao makarakop sa malinig n pamamaraan.,Neutral
irak man ko igin,Negative
annie bislumbre olleres mag ingat kmu cton baloy pirming alerto...,Negative
butangan sa saradora to pintuan,Neutral
teresa villagracia oh amo gaud adi so pigshare mo. sabi naanap sa kanubnuban,Neutral
"erak man,,, dpat kan gaposon pla egood sa agko during pag marakop",Negative
kaorag na mayo pangaran kan suspek,Neutral
mga demonyo kag gibo kan dpat kaiyan bitayon pg nadakop,Negative
maray kan pagnarakop gudan a lusto gudgudun paiyan centro.qng d pa sya maraya kan,Negative
tian ako mala ng takot nguwan na mga nguwan.,Negative
"gadanon nalang po, maintindihan naman po yan ni papa god.",Negative
irak man,Negative
amu di so taga lubgan,Neutral
divine rose dire sige barag,Neutral
lemuel dire paka sutils,Neutral
"justice sa anak ng pinsan ko,a aaa",Negative
malanang takot sadi cam sur ga,Negative
"lovely rosales ingat ka, dimag para dayan",Neutral
kaorag man na manyakis yan dakol na ngani prob ang mundo inotogan pa,Negative
katayin na sana yung may gawa,Negative
omg! ingat2 po ngamin.dna safe,Neutral
enan glaiz laura iton mga igin ..,Neutral
"mga tao.. masyadong nerbyoso yung lespu, haay!",Neutral
pahalagahan kintana ninyo itu mga agom nyong pulis ta amo n sna agko maray na sweldo ngowan na pandemya,Neutral
lala maricel agko kaya ibang tawo pag nakamamati sa gatol uda prenow,Neutral
"amuyan so di nadara sa kagow,dinadara sa suka ta magatul tiga nagpakagow nasana sa iba dapat kan dinagsan n pareho",Neutral
....lwas pa sa pagkakasala.!,Neutral
haha ate ghenie e. phyr ka ulok ko kd mga comment,Positive
dinaog pa nalipaye,Negative
okey lang yan sabi nga minsan ng abogado kapag nakita mo mismo ok ing kahit,Neutral
mapatay mo mapa babae man or lalaki naaktuhan ba naman alangan man magpalakpak,Neutral
clalaki na injiputan sa harong ninda tama yan para ndi na pamarisan nin iba lalo n kung,Negative
kasal kaya kamo cton mga kabit kabitan magtaga ingat ingat kamo ta maarog man,Neutral
kamo kan hehehehe,Positive
zen goanam okey yan. congrats sgt.,Positive
i bilian torres,Neutral
zen goanam amo ngani,Positive
"zen goanam kung kasal po sila protektado sya ng batas, kung hindi eh kulong po",Neutral
ung kawawang pulis na niloko ng kanyang asawa...,Neutral
6 palma d. nenearpet,Neutral
"tama lang yan sa bbae di nkontento sa isang ulam,naaktuhan muna nagsisiping",Negative
sempre magddilim na paningin mo moh ano pa gagawin mo magpalakpakan sa,Negative
hrapan nila nagppasarap sila sa kama,Neutral
zen goanam bikolana ka man giraray? sain tabi?,Neutral
zen goanam tama haha,Positive
dapat dinagusan na nganing maraya .abswelto man ahan lalo p kung kasal,Negative
sasa oberes mig agi pa an sa proseso gen..,Neutral
ndi po sya abswelto wala pa sa kamay nya ang batas...,Neutral
"acquitted for sure , pag napunta sa korte. kung completo papel nira mag agom.",Neutral
dawa pa madedo niya so darwa caught in the act kasi,Negative
but there's a process. much better if the policeman took a photo 1st and then file,Positive
a case,Positive
"pero depende na nga talaga sa tao. sifuro nagulat din, since na misis niya nga edi",Neutral
na gg na si kabit hahaha,Positive
nasa batas nayan.pag napa tay mo.ung kalaguyo nung asawa mo lalo na kung,Neutral
mag evidence ka saka kasal pa kayo kahit mapatay mo sila oo ma kokolung ka,Neutral
pero mabilis kalang makakalaya,Neutral
dapat kaya diri an ginigibo kasi kapag naaalala ko ang mga araw na magkasama tayong,Neutral
"dalawa, ngiti at luha sa aking mga mata, ganon na pala tayo dati kasaya haaa",Neutral
dapat tig tigbas munalang.. mahalun ang bala ngunyan..,Negative
sowss marsep padigdiha daw yan babae ta i counseling baka na trauma herak man pm,Negative
"most possibly, the husband will suffer the penalty of destierro because he caught them",Negative
diri pa kaya makuntinto q agom na daruwa man a badileg e nag anap pa sa,Negative
iba..kadiratan,Negative
"a private crime! both of them can be charge of adultery, but it must be prove, by the",Neutral
proof of the evidence!,Positive
the police officer known to be the legal husband of the wife should be held liable for,Neutral
"destiero only,and for his wife adultery",Neutral
di na kaya nakuntento sa usad sana. isus baga.,Neutral
mas alaba saka high power gari si badil kan si 26 yrs old kumpara sa 9mm ni 33 yrs old,Neutral
kaya an badil ko permi estirado para permi redi pumotok ta depisil nag,Neutral
shotgun sana man na 12 gauge sana para warat,Neutral
"girl is always a girl, arug man talaga kan mga babaye charreg",Neutral
sana all nahuhuli.. ahahhahahahaha so bisto q dae paw sossossssss,Neutral
tig halat q ngani kung nuarin na daw.. masyadong exciting eepoo,Neutral
buko gayud kontento ka otob niya gusto gad su mag susuka suka iya,Neutral
amuyan sinasabing kaangapan,Negative
dapat kaya makuntinto sana sa agom bukong kung kiisay isay nagpapakado,Negative
gusto man makanamit sa ibang putahe ta nasusuya na sa inulas .kalderita naman,Neutral
nagtaid manlang daa na magkaturog ta maagnuwon baga.,Neutral
ngiri sa tilapia aii,Negative
ay demonyo bga uda na ibng lalabusan kundi bikol pg galin cton tubig agko gayud sadi,Negative
bikol submersable ga kinaban ta maiigop,Neutral
"matindi ading bagyo, tat'tao mag drift",Neutral
burat ana bagyu ayy,Negative
anung ugwa sa bikol ta pirmi ma sana dgdi. pambihiras 9,Neutral
maray pa si bagyo pa bicol na si mga bus dai pa,Neutral
kasama na naman kami?,Neutral
keep safe po sa ngamin,Positive
3 sonny fornoles palcon,Neutral
diyos ko po erak man. kaya ako never ko pinangarap magbakal sa motor una,Positive
nakakatakot pangarwa uda man ako ibabakal. 9,Neutral
sonny fornoles palcon mag agi sana ja,Neutral
sonny fornoles palcon lang ang malakase,Neutral
ry thess tafiamor sta cruz,Neutral
sonny fornoles palcon ako mn nho ktkot ko mg suno sa moror t an ngani kotse 4,Neutral
p gulong naaksednte p an pkaya 2 san gulong,Negative
6 jana mae selleza talagtag,Neutral
sonny fornoles palcon mura lang kamote kaya mo yan,Neutral
e jack sparrows,Neutral
sonny fornoles palcon boring man kiton joke mo,Neutral
sana matuto na mga nagmo motor na sa kanan bahagi ng kalsada manatil.,Positive
saka lang gigitna kung liliko ng kaliwa na may kaakibat ng pag iingat...,Positive
pati na rin po sa mga tricycle...,Neutral
sorry to say this..nakakapunyeta kayo lalong lalo sa highway tas nasa gitna pa na di,Negative
naman liliko ng kaliwa,Neutral
ingat po sa mga naka tricycle at motor,Positive
masimut kaya iton ta tamiling lang lawak kiton na kalsada kasyan kamo mga,Negative
"magpadalagan...buko sanang drive dfensively,ta mag drive wisely man rw kita mga",Positive
"deffensive driving is a must, dawa pa yan big bike, pwede man yan padalaganun sa",Positive
"maluway ta,agku man yan menor, ta miling big bike dapat palan permi harurot, safety",Positive
driving kurtisiya sa tinampo ag kapwa motorista. keep safe sangamino,Positive
nay kuman. kaya tabi mag ingat sana permi mga biyahero..,Positive
buyong pinag gigirabo ako,Neutral
pwedeng paki kumpleto tabi iton barita?,Neutral
lirakman k ate... 68 severely injured...pamaray po ika a. aa,Positive
desay tubig prima,Neutral
inayko .irak man po,Positive
ingat sna po kamo ngamin.,Positive
no way ako sa motor maglakaw na lang maalawig pa buhay ko. kaito naning panahon,Neutral
wara pa yang motor lakaw lang ang tawo aralawig an buhay exercise pa sa lawas iwas,Neutral
"pa helang,.c",Neutral
a ruby hallare,Neutral
dios ko po nbayad ko yan so bagu irak man no manay so tiil naulkab,Neutral
irak man.aii..4 ..ingat po kc lagi sa pag drive dri magpara kaskasiro..tah aksidenti,Positive
para maiwasan j. j. j.,Neutral
"grabi irak man no manay nadayaan na so feel potol gad an,pagiromdom sa mga nag",Neutral
momotor dibali maloway ana dalagan kng motor u basta makaabot kmo bohay sa,Positive
iiyanan ninyo,Neutral
s nancy butial,Neutral
irak mn iton n babae ga nputol n iton n till.dios ko po.kya ingat prmi sa ngmo2tor,Positive
takot so tiil ni nanay irak man luway luway sna po kita,Neutral
amo kaya an problema ka kadaklan ka para motor.diri tatao magbigay.usad na making,Neutral
akala nira na sira pagbibigyan kaya idinadagos nira dawa alanganin.adto palan d sira,Neutral
pinagbigyan kaya lagapak na,Neutral
paulo c. barcellanopaulo c. barcellano kaya ika luway luway sana ka pagmamaneho sa motor .,Positive
bwelo kaya a tinampo kaya o man a mga nagmomotor aarakun magpadalagan..,Neutral
grabe putol paa praise the lord ingat po sa lahat ng nag momotor,Positive
grabi tlaga.kya aq may pangarap mag ka motor piro ang motor mayung pangarap sako,Neutral
kya ang gamit q nguyan karita sana..mayung disgrasya mayung gasulina...,Neutral
"tuwid na tuwid kc ang kalsada sa bandang yan, nadaanan ko yan nong papunta ako ng",Neutral
"leyte kc dumaan kami ng iriga, from iriga to nabua tuwid ang kalsada kaya ambibilis ng",Neutral
sasakyan dyan,Neutral
"dios ko magluway luway man kontana ah cton tinampo irak man ki ate ayy,",Neutral
"eliseo bazar il yan sinasabi ko saymo aa,",Neutral
an kya po ibang nagmomotor kung mkpgpadalagan ka motor nira kaamo sa kagsadri,Neutral
kiton tinampo..nayku..erak mn ko mag agom.,Neutral
joven olaso tataro ingat pirme sa pagdadrive opo?,Positive
"sadto yan atubangan ko tindahan nira papa joe,,, sadto kambingan kadaklan talaga",Neutral
nayko mag maan po kta permi pag nag dadrive.,Positive
hirak man so naputol bitis. grabe a,Negative
rofl the,Neutral
liza de leon ibo ingat kmu permi sa pag mo motor.,Positive
an kyang nakabunggo an pisti bga yn prang kagsaderi ka tinampo dinayaan mo buway ka barkada,Negative
yen delos santos,Neutral
budzkie moreno lando moreno kya mgdoble likay po tabi kamu ta ngtakot n,Positive
daniel julianes flordeliz ingat pirmi,Positive
"pasada rinconada camarines sur, uda ngani irenglishan dpat rinconada sana",Neutral
hehe.nagrurugo na lugod urong ko kakabasa ka news ninyo,Neutral
rich reginaldo kadto payan nirereklamo mig barita dma intindihan,Neutral
"kya ngani, ata buko man tga amerika migbasa..",Neutral
tama kaya ngani renconada...6,Neutral
kaartihan man kaya keton ki pasada rinconada pag ona mo man sa ibang bansa...,Negative
"rich reginaldo ya a rinconada baga kono small state ka amerika, kaya basolon",Negative
ninyo a mga teacher siton kon diri nagtotot turo kin english...,Negative
mabanggaan man lugod kang mataban ka habang gamit mo iton na bike ngani ikang,Negative
"kanugon pan binaoy na pasada rinconada m,dapat rinconada ah caption bukong",Neutral
ah taga rinconada paln nguwan naging america 4,Neutral
ano po ang update ng aksidente kaninang alas dyes dyan sa may unahan ng holy child?,Neutral
nakita yong babae putol ang paa,Negative
duation si kuya..walking sunod biking na...,Neutral
agg mn ngani cctv dman sna marakup ah ng taban ka bike..uda mn sna,Negative
amo baga yan su nagtaban man q bike na nakapark sadto atubangan q parish center,Negative
sadi holy cross nabua.,Neutral
dana patawad maski simban,Negative
sana mkalaya kana madam kasi mahina na ang depensa at opensa ng liberal. lumaki na masyado mata ni leni at kiko sa kaka ngalngal,Positive
sean marco pagsiat ok lang lumaki ang mata kesa lumaki ang aman ng pera sa bulsa ng maupo sa gobyerno... diba tatay digong?,Negative
popong guevara lol?utak dilaw tlaga walng ibang script.boss ang korapsyon panahon pa ng spaniol na minana ng dilaw na hnd nabulgar.kaya wag kang mag astang nagyun mo lang natuklasan ang korapsyon..loslos..,Negative
sean marco pagsiat buhay kana pala noong panahon ng mga espaniol2 kya pala dami mong alam a,Negative
"mabuhay po ika, senadora leila de lima. mabuhay po kitang mga taga rinconada, mga",Positive
"taga camarines sur, mga bicolnon..mabuhay po kitang mga pilipino! dagos na ma",Positive
acquit pa so darwang kaso natutuda ta ngamen man balobagi sana mga gibogibong,Neutral
kaso sa droga.,Negative
i love you pldt 4 months na kming wala internet 6 mig bayad nman ako udma.. hahahahaha,Neutral
